x,y,z
1241.6110,411.6160,-195.9340
1240.2930,423.6330,-198.7570
1236.3170,433.1320,-198.3260
1225.9920,437.5280,-192.4670
1189.6580,438.6730,-192.0440
1170.6500,436.9230,-195.3180
1145.5940,436.3340,-194.1200
1125.9310,436.5110,-196.7900
1103.7660,436.6290,-196.1950
1094.0820,433.5490,-195.0440
1090.3940,425.8780,-195.8380
1089.0800,409.7870,-197.6910
